OBJECTID,the_geom,LandmarkNo,Name,Address,LargePhoto,Thumbnail,YearBuilt,Architect,Designer,Parcel,Designatio,PIMLink,Latitude,Longitude
255,MULTIPOINT ((-122.42402799999996 37.77177800000004)),223,CARMEL FALLON BUILDING,1800-1806 MARKET ST,http://sfplanninggis.org/Preservation/Landmarks/Large/223.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/223.jpg,1894,EDWARD D. GOODRICH,,0871/014,http://sfplanninggis.org/docs/landmarks_and_districts/LM223.pdf,http://propertymap.sfplanning.org?search=0871/014,37.771778,-122.424028
256,MULTIPOINT ((-122.42954399999996 37.79375500000003)),224,SCHUBERT HALL,2099 PACIFIC AV,http://sfplanninggis.org/Preservation/Landmarks/Large/224.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/224.jpg,,,,0591/023,http://sfplanninggis.org/docs/landmarks_and_districts/LM224.pdf,http://propertymap.sfplanning.org?search=0591/023,37.793755,-122.429544
257,MULTIPOINT ((-122.38846199999995 37.79020600000007)),225,FIRE BOAT HOUSE-PIER 22 1/2,THE EMBARCADERO,http://sfplanninggis.org/Preservation/Landmarks/Large/225.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/225.jpg,,,,9900/022H,http://sfplanninggis.org/docs/landmarks_and_districts/LM225.pdf,http://propertymap.sfplanning.org?search=9900/022H,37.790206,-122.388462
258,MULTIPOINT ((-122.41000899999995 37.800850000000025)),226,SURVEY MARKER,1651 STOCKTON ST,http://sfplanninggis.org/Preservation/Landmarks/Large/226.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/226.jpg,1849,HALPRIN & DAVIS (FIRM),,0102/001,http://sfplanninggis.org/docs/landmarks_and_districts/LM226.pdf,http://propertymap.sfplanning.org?search=0102/001,37.80085,-122.410009
259,MULTIPOINT ((-122.41000899999995 37.800850000000025)),226,WASHINGTON SQUARE,FILBERT ST,http://sfplanninggis.org/Preservation/Landmarks/Large/226.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/226.jpg,1849,HALPRIN & DAVIS (FIRM),,0102/001,http://sfplanninggis.org/docs/landmarks_and_districts/LM226.pdf,http://propertymap.sfplanning.org?search=0102/001,37.80085,-122.410009
260,MULTIPOINT ((-122.43453499999998 37.75977500000005)),227,CASTRO CAMERA,573-575 CASTRO ST,http://sfplanninggis.org/Preservation/Landmarks/Large/227.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/227.jpg,1900,,,3583/061,http://sfplanninggis.org/docs/landmarks_and_districts/LM227.pdf,http://propertymap.sfplanning.org?search=3583/061,37.759775,-122.434535
261,MULTIPOINT ((-122.40657899999997 37.79760100000004)),228,CITY LIGHTS BOOKSTORE,261-271 COLUMBUS AV,http://sfplanninggis.org/Preservation/Landmarks/Large/228.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/228.jpg,1913;1918,ITALO SANOLINI (1918),,0162/018,http://sfplanninggis.org/docs/landmarks_and_districts/LM228.pdf,http://propertymap.sfplanning.org?search=0162/018,37.797601,-122.406579
262,MULTIPOINT ((-122.39070999999996 37.77950700000008)),229,GARCIA AND MAGGINI WAREHOUSE,128 KING ST,http://sfplanninggis.org/Preservation/Landmarks/Large/229.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/229.jpg,1913,ALVIN E. HORNLEIN  (ENGINEER),,3794/023,http://sfplanninggis.org/docs/landmarks_and_districts/LM229.pdf,http://propertymap.sfplanning.org?search=3794/023,37.779507,-122.39071
263,MULTIPOINT ((-122.459319 37.74786500000005)),231,FOREST HILL MUNI STATION,390 LAGUNA HONDA BL,http://sfplanninggis.org/Preservation/Landmarks/Large/231.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/231.jpg,,,,2864/050,http://sfplanninggis.org/docs/landmarks_and_districts/LM231.pdf,http://propertymap.sfplanning.org?search=2864/050,37.747865,-122.459319
264,MULTIPOINT ((-122.42150399999997 37.80011100000007)),232,FILBERT STREET COTTAGES,1338 FILBERT ST,http://sfplanninggis.org/Preservation/Landmarks/Large/232.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/232.jpg,,,,0524/031,http://sfplanninggis.org/docs/landmarks_and_districts/LM232.pdf,http://propertymap.sfplanning.org?search=0524/031,37.800111,-122.421504
265,MULTIPOINT ((-122.41984099999996 37.75197200000008)),234,MISSION BRANCH LIBRARY,3359 24TH ST,http://sfplanninggis.org/Preservation/Landmarks/Large/234.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/234.jpg,1915,G. ALBERT LANSBURGH,,6515/001,http://sfplanninggis.org/docs/landmarks_and_districts/LM234.pdf,http://propertymap.sfplanning.org?search=6515/001,37.751972,-122.419841
266,MULTIPOINT ((-122.41018199999996 37.79522600000007)),235,CHINATOWN BRANCH LIBRARY,1135 POWELL AV,http://sfplanninggis.org/Preservation/Landmarks/Large/235.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/235.jpg,1920,G. ALBERT LANSBURGH,,0191/004,http://sfplanninggis.org/docs/landmarks_and_districts/LM235.pdf,http://propertymap.sfplanning.org?search=0191/004,37.795226,-122.410182
267,MULTIPOINT ((-122.40720299999998 37.78274300000004)),236,THE OLD MINT,88 05TH ST,http://sfplanninggis.org/Preservation/Landmarks/Large/236.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/236.jpg,1869-1874,ALFRED B. MULLET,,3704/011,http://sfplanninggis.org/docs/landmarks_and_districts/LM236.pdf,http://propertymap.sfplanning.org?search=3704/011,37.782743,-122.407203
268,MULTIPOINT ((-122.40385599999996 37.79566700000004)),237,COLUMBO BUILDING,1-33 COLUMBUS AV,http://sfplanninggis.org/Preservation/Landmarks/Docs/SAMPLE_PHOTO.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/SAMPLE_PHOTO.jpg,1913,REID BROTHERS,,0195/004,http://sfplanninggis.org/docs/landmarks_and_districts/LM237.pdf,http://propertymap.sfplanning.org?search=0195/004,37.795667,-122.403856
269,MULTIPOINT ((-122.41823899999997 37.76537200000007)),238,SAN FRANCISCO LABOR TEMPLE,2940-2944 16TH ST,http://sfplanninggis.org/Preservation/Landmarks/Large/238.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/238.jpg,1914,"O' BRIEN, MATHEW",,3553/014,http://sfplanninggis.org/docs/landmarks_and_districts/LM238.pdf,http://propertymap.sfplanning.org?search=3553/014,37.765372,-122.418239
270,MULTIPOINT ((-122.47654099999994 37.76296700000006)),239,SUNSET BRANCH LIBRARY,1301 18TH AV,http://sfplanninggis.org/Preservation/Landmarks/Large/239.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/239.jpg,1917,LANDSBURGH; C. ALBERT,,1773/001,http://sfplanninggis.org/docs/landmarks_and_districts/LM239.pdf,http://propertymap.sfplanning.org?search=1773/001,37.762967,-122.476541
271,MULTIPOINT ((-122.47654099999994 37.76296700000006)),239,SUNSET BRANCH; CARNEGIE LIBRARY,1305 18TH AV,http://sfplanninggis.org/Preservation/Landmarks/Large/239.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/239.jpg,1917,LANDSBURGH; C. ALBERT,,1773/001,http://sfplanninggis.org/docs/landmarks_and_districts/LM239.pdf,http://propertymap.sfplanning.org?search=1773/001,37.762967,-122.476541
272,MULTIPOINT ((-122.44485199999997 37.78891100000004)),240,PRESIDIO BRANCH LIBRARY,3150 SACRAMENTO ST,http://sfplanninggis.org/Preservation/Landmarks/Large/240.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/240.jpg,1921,G. ALBERT LANSBURGH,,1006/012,http://sfplanninggis.org/docs/landmarks_and_districts/LM240.pdf,http://propertymap.sfplanning.org?search=1006/012,37.788911,-122.444852
273,MULTIPOINT ((-122.43463799999995 37.76342800000003)),241,THE JOSE THEATER/NAMES PROJECT BUILDING,2362 MARKET ST,http://sfplanninggis.org/Preservation/Landmarks/Large/241.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/241.jpg,,,,3562/011,http://sfplanninggis.org/docs/landmarks_and_districts/LM241.pdf,http://propertymap.sfplanning.org?search=3562/011,37.763428,-122.434638
274,MULTIPOINT ((-122.47682799999995 37.75198700000004)),242,S.F CONSERVATORY OF MUSIC,1201 ORTEGA ST,http://sfplanninggis.org/Preservation/Landmarks/Large/242.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/242.jpg,1928,LOUIS CHRISTIAN MULLGARDT,,2115/037,http://sfplanninggis.org/docs/landmarks_and_districts/LM242.pdf,http://propertymap.sfplanning.org?search=2115/037,37.751987,-122.476828
275,MULTIPOINT ((-122.40323199999995 37.78824800000007)),243,CHRONICLE BUILDING,690 MARKET ST,http://sfplanninggis.org/Preservation/Landmarks/Large/243.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/243.jpg,1890,,,0311/057,http://sfplanninggis.org/docs/landmarks_and_districts/LM243.pdf,http://propertymap.sfplanning.org?search=0311/057,37.788248,-122.403232
276,MULTIPOINT ((-122.40891399999998 37.78388700000005)),244,DRESSLER OR GARFIELD BUILDING,938-942 MARKET ST,http://sfplanninggis.org/Preservation/Landmarks/Large/244.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/244.jpg,1908,REID BROTHERS,,0341/017,http://sfplanninggis.org/docs/landmarks_and_districts/LM244.pdf,http://propertymap.sfplanning.org?search=0341/017,37.783887,-122.408914
277,MULTIPOINT ((-122.41940699999998 37.75601900000004)),245,THE NEW MISSION THEATER,2550 MISSION ST,http://sfplanninggis.org/Preservation/Landmarks/Large/245.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/245.jpg,,,,3616/007,http://sfplanninggis.org/docs/landmarks_and_districts/LM245.pdf,http://propertymap.sfplanning.org?search=3616/007,37.756019,-122.419407
278,MULTIPOINT ((-122.41468499999996 37.774677000000054)),246,LICK BATHS,165 10TH ST,http://sfplanninggis.org/Preservation/Landmarks/Large/246.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/246.jpg,1890,J.W. DOLLIVER,,3509/014,http://sfplanninggis.org/docs/landmarks_and_districts/LM246.pdf,http://propertymap.sfplanning.org?search=3509/014,37.774677,-122.414685
279,MULTIPOINT ((-122.468099 37.781844000000035)),247,RICHMOND BRANCH LIBRARY,351-359 9TH AV,http://sfplanninggis.org/Preservation/Landmarks/Large/247.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/247.jpg,1914,BLISS & FAVILLE,,1441/007,http://sfplanninggis.org/docs/landmarks_and_districts/LM247.pdf,http://propertymap.sfplanning.org?search=1441/007,37.781844,-122.468099
280,MULTIPOINT ((-122.42063199999996 37.77085200000005)),248,JUVENILE COURT AND DETENTION CENTER,150 OTIS ST,http://sfplanninggis.org/Preservation/Landmarks/Large/248.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/248.jpg,1914,LOUIS C. MULLGARDT,,3513/208,http://sfplanninggis.org/docs/landmarks_and_districts/LM248.pdf,http://propertymap.sfplanning.org?search=3513/208,37.770852,-122.420632
281,MULTIPOINT ((-122.46852099999995 37.76988400000005)),249,MUSIC CONCOURSE,MUSIC CONCOURSE,http://sfplanninggis.org/Preservation/Landmarks/Large/249.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/249.jpg,1896-1928,Reid Brothers,,1700/001,http://sfplanninggis.org/docs/landmarks_and_districts/LM249.pdf,http://propertymap.sfplanning.org?search=1700/001,37.769884,-122.468521
282,MULTIPOINT ((-122.37572699999998 37.732241000000045)),250,,900 INNES AV,http://sfplanninggis.org/Preservation/Landmarks/Large/250.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/250.jpg,1900(?),,,4646/003,http://sfplanninggis.org/docs/landmarks_and_districts/LM250.pdf,http://propertymap.sfplanning.org?search=4646/003,37.732241,-122.375727
283,MULTIPOINT ((-122.41244499999999 37.79280600000004)),251,,1110 TAYLOR ST,http://sfplanninggis.org/Preservation/Landmarks/Docs/SAMPLE_PHOTO.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/SAMPLE_PHOTO.jpg,1906 OR BEFORE,,,0222/018,http://sfplanninggis.org/docs/landmarks_and_districts/LM251.pdf,http://propertymap.sfplanning.org?search=0222/018,37.792806,-122.412445
284,MULTIPOINT ((-122.42386599999998 37.79538000000008)),252,ST. BRIGID'S CHURCH,2151 VAN NESS AV,http://sfplanninggis.org/Preservation/Landmarks/Large/252.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/252.jpg,1897;1906,SHEA & SHEA;H.A. MINTON,,0575/015,http://sfplanninggis.org/docs/landmarks_and_districts/LM252.pdf,http://propertymap.sfplanning.org?search=0575/015,37.79538,-122.423866
285,MULTIPOINT ((-122.44724999999994 37.77010800000005)),253,RICHARD DOOLAN/NORMAN LARSON RESIDENCE,557 ASHBURY ST,http://sfplanninggis.org/Preservation/Landmarks/Large/253.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/253.jpg,,,,1231/009,http://sfplanninggis.org/docs/landmarks_and_districts/LM253.pdf,http://propertymap.sfplanning.org?search=1231/009,37.770108,-122.44725
286,MULTIPOINT ((-122.50297999999998 37.73546300000004)),254,DOGGIE DINER SIGN,SLOAT @ 45TH BL,http://sfplanninggis.org/Preservation/Landmarks/Large/254.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/254.jpg,1966,,Harold Bachman,n/a,http://sfplanninggis.org/docs/landmarks_and_districts/LM254.pdf,http://propertymap.sfplanning.org?search=37.73546+-122.50294,37.735463,-122.50298
287,MULTIPOINT ((-122.42730599999999 37.762019000000066)),255,MISSION HIGH SCHOOL,,http://sfplanninggis.org/Preservation/Landmarks/Large/255.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/255.jpg,,,,3579/006,http://sfplanninggis.org/docs/landmarks_and_districts/LM255.pdf,http://propertymap.sfplanning.org?search=3579/006,37.762019,-122.427306
288,MULTIPOINT ((-122.425592 37.77133800000007)),257,Richardson Hall,101 WEBSTER ST,http://sfplanninggis.org/Preservation/Landmarks/Large/257.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/257.jpg,,,,0870/001,http://sfplanninggis.org/docs/landmarks_and_districts/LM257.pdf,http://propertymap.sfplanning.org?search=0870/001,37.771338,-122.425592
289,MULTIPOINT ((-122.42627899999997 37.772350000000074)),258,SAN FRANCISCO STATE TEACHERS' COLLEGE,218 BUCHANAN ST,http://sfplanninggis.org/Preservation/Landmarks/Large/258.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/258.jpg,1927;1935-6,GEORGE B. MCDOUGALL,,0857/001,http://sfplanninggis.org/docs/landmarks_and_districts/LM258.pdf,http://propertymap.sfplanning.org?search=0857/001,37.77235,-122.426279
290,"MULTIPOINT ((-122.43508899999995 37.75018400000005), (-122.42619399999995 37.77193100000005))",259,NOE VALLEY BRANCH LIBRARY,451 JERSEY ST,http://sfplanninggis.org/Preservation/Landmarks/Large/259.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/259.jpg,,,,0857/001A,http://sfplanninggis.org/docs/landmarks_and_districts/LM259.pdf,http://propertymap.sfplanning.org?search=0857/001A,37.7610575,-122.4306415
291,"MULTIPOINT ((-122.43508899999995 37.75018400000005), (-122.42619399999995 37.77193100000005))",259,Woods Hall Annex,220 BUCHANAN ST,http://sfplanninggis.org/Preservation/Landmarks/Large/259.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/259.jpg,,,,0857/001A,http://sfplanninggis.org/docs/landmarks_and_districts/LM259.pdf,http://propertymap.sfplanning.org?search=0857/001A,37.7610575,-122.4306415
292,MULTIPOINT ((-122.42664799999994 37.789510000000064)),260,TOBIN HOUSE,1969 CALIFORNIA ST,http://sfplanninggis.org/Preservation/Landmarks/Large/260.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/260.jpg,1915,WILLIS POLK,,0649/016,http://sfplanninggis.org/docs/landmarks_and_districts/LM260.pdf,http://propertymap.sfplanning.org?search=0649/016,37.78951,-122.426648
293,MULTIPOINT ((-122.43307099999998 37.797113000000024)),261,METRO THEATER,2055 UNION ST,http://sfplanninggis.org/Preservation/Landmarks/Large/261.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/261.jpg,1924,"Timothy L. Pflueger, Merrit Reid, James Reid",,0541/018,http://sfplanninggis.org/docs/landmarks_and_districts/LM261.pdf,http://propertymap.sfplanning.org?search=0541/018,37.797113,-122.433071
294,MULTIPOINT ((-122.43315299999995 37.80204900000007)),262,MARINA BRANCH LIBRARY,1890 CHESTNUT ST,http://sfplanninggis.org/Preservation/Landmarks/Large/262.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/262.jpg,1953,Appleton & Wolfard,,0469/001,http://sfplanninggis.org/docs/landmarks_and_districts/LM262.pdf,http://propertymap.sfplanning.org?search=0469/001,37.802049,-122.433153
295,MULTIPOINT ((-122.38886099999996 37.741058000000066)),263,SAM JORDAN'S BAR,4004 3RD ST,http://sfplanninggis.org/Preservation/Landmarks/Large/263.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/263.jpg,c.1883,,,5253/030,http://sfplanninggis.org/docs/landmarks_and_districts/LM263.pdf,http://propertymap.sfplanning.org?search=5253/030,37.741058,-122.388861
296,MULTIPOINT ((-122.43494399999997 37.76226500000007)),264,Twin Peaks Tavern,401 CASTRO ST,http://sfplanninggis.org/Preservation/Landmarks/Large/264.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/264.jpg,1923,Julius Levy,,3582/071,http://sfplanninggis.org/docs/landmarks_and_districts/LM264.pdf,http://propertymap.sfplanning.org?search=3582/071,37.762265,-122.434944
297,MULTIPOINT ((-122.46566299999995 37.762451000000056)),265,DOELGER BUILDING,320-326 JUDAH ST,http://sfplanninggis.org/Preservation/Landmarks/Large/265.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/265.jpg,1932,C. O. Clausen.,,1762/020,http://sfplanninggis.org/docs/landmarks_and_districts/LM265.pdf,http://propertymap.sfplanning.org?search=1762/020,37.762451,-122.465663
298,MULTIPOINT ((-122.43286899999998 37.785480000000064)),266,Marcus Books and Jimbo's Bop City,1712-1716 FILLMORE ST,http://sfplanninggis.org/Preservation/Landmarks/Large/266.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/266.jpg,1893,,,0684/020,http://sfplanninggis.org/docs/landmarks_and_districts/LM266.pdf,http://propertymap.sfplanning.org?search=0684/020,37.78548,-122.432869
299,MULTIPOINT ((-122.43047999999999 37.76665000000003)),267,SWEDISH AMERICAN HALL,,http://sfplanninggis.org/Preservation/Landmarks/Large/267.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/267.jpg,1907,,,3542/017,http://sfplanninggis.org/docs/landmarks_and_districts/LM267.pdf,http://propertymap.sfplanning.org?search=3542/017,37.76665,-122.43048
300,MULTIPOINT ((-122.42238999999995 37.77489000000003)),268,R.(RUBE) L. GOLDBERG BUILDING,,http://sfplanninggis.org/Preservation/Landmarks/Large/268.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/268.jpg,1911,,,0837/014,http://sfplanninggis.org/docs/landmarks_and_districts/LM268.pdf,http://propertymap.sfplanning.org?search=0837/014,37.77489,-122.42239
301,MULTIPOINT ((-122.41417830799998 37.72550826400004)),269,UNIVERSITY MOUND OLD LADIES╒ HOME,350 University St,http://sfplanninggis.org/Preservation/Landmarks/Large/269.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/269.jpg,1931-1932,Martin J. Rist and Alfred I. Coffey,,5992/001,http://sfplanninggis.org/docs/landmarks_and_districts/LM269.pdf,http://propertymap.sfplanning.org?search=5992/001,37.725508264,-122.414178308
302,MULTIPOINT ((-122.46516599999995 37.746683258000076)),270,THE COWELL HOUSE,171 SAN MARCOS AVE,http://sfplanninggis.org/Preservation/Landmarks/Large/270.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/270.jpg,1933,Morrow and Morrow,,2882/035,http://sfplanninggis.org/docs/landmarks_and_districts/LM270.pdf,http://propertymap.sfplanning.org?search=2882/035,37.746683258,-122.465166
303,MULTIPOINT ((-122.40010036499996 37.78804676500005)),271,THE BOURDETTE BUILDING,90-92 2nd St,http://sfplanninggis.org/Preservation/Landmarks/Large/271.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/271.jpg,1903-1904,Bliss and Faville,,3707012,http://sfplanninggis.org/docs/landmarks_and_districts/LM271.pdf,http://propertymap.sfplanning.org?search=0837/014,37.788046765,-122.400100365
304,MULTIPOINT ((-122.43842451399996 37.72136512800006)),272,Alemany Emergency Hospital and Health Center,35-45 Onondaga Avenue,http://sfplanninggis.org/Preservation/Landmarks/Large/272.jpg,http://sfplanninggis.org/Preservation/Landmarks/Docs/272.jpg,1933,Charles H. Sawyer,,6959/016&017,http://sfplanninggis.org/docs/landmarks_and_districts/LM272.pdf,http://propertymap.sfplanning.org?search=6959/016,37.721365128,-122.438424514
307,MULTIPOINT ((-122.45688381199994 37.72381689100007)),273,Ingleside Presbyterian Church and the Great Cloud of Witnesses,1345 Ocean Ave,http://sfplanninggis.org/Preservation/Landmarks/Large/273.jpg,http://sfplanninggis.org/Preservation/Landmarks/Large/273.jpg,1923,Joseph A. Leonard,,6942/050,http://sfplanninggis.org/docs/landmarks_and_districts/LM273.pdf,http://propertymap.sfplanning.org?search=6942/050,37.7238,-122.4569
